id,display_name,first_name,last_name,created_by,historical_significance,prefix,suffix,title,birth_year_type,birth_year,death_year_type,death_year,gender,approved_by,approved_on,odnb_id,created_at,updated_at,search_names_all,citation,aliases
10007755,Andrew MacCurtin,Andrew,MacCurtin,2,poet and scribe,,,,IN,1670,IN,1738,male,2,2015-07-10 13:05:24.840166,17415,2015-02-25 00:41:43.992902,2015-07-10 13:05:24.839921,"Andrew MacCurtin, Andrew, Andrew MacCurtin",,
10050177,Barnabas Smith,Barnabas,Smith,139,"Stepfather of Sir Isaac Newton, married to his mother Hannah Newton.",,,,IN,1582,IN,1653,male,5,2015-09-29 20:21:41.058460,,2015-09-29 20:09:40.180025,2015-09-29 20:21:41.057891,"Barnabas, Barnabas Smith",,
10009191,Cadwallader Owen,Cadwallader,Owen,2,Church of England clergyman,,,,IN,1562,IN,1617,male,2,2015-07-10 17:12:25.921824,20986,2015-02-25 00:42:06.531516,2015-07-10 17:12:25.921681,"Cadwallader Owen, Cadwallader, Cadwallader Owen",,
10011431,Henry Stafford,Henry,Stafford,2,nobleman and courtier,,,,IN,1479,IN,1523,male,2,2015-07-11 15:39:07.178182,70804,2015-02-25 00:42:44.298577,2015-07-11 15:39:07.177982,"Henry Stafford, Henry, Henry Stafford",,
10007626,Thomas Lower,Thomas,Lower,2,Quaker activist and physician,,,,IN,1633,IN,1720,male,2,2015-07-14 03:33:21.933756,17093,2015-02-25 00:41:41.901074,2015-07-14 03:33:21.933583,"Thomas Lower, Thomas, Thomas Lower",,
10002180,Thomas Case,Thomas,Case,2,clergyman and ejected minister,,,,IN,1598,IN,1682,male,2,2015-09-24 19:08:04.976648,4855,2015-02-25 00:40:12.585677,2015-09-24 19:08:04.976488,"Thomas Case, Thomas, Thomas Case",,
10011382,Alexander Spotswood,Alexander,Spotswood,2,army officer and colonial governor,,,,IN,1676,IN,1740,male,2,2015-07-14 04:30:00.411428,26164,2015-02-25 00:42:43.190146,2015-07-14 04:30:00.411299,"Alexander Spotswood, Alexander Spottiswood, Alexander, Alexander Spotswood",,
10002596,William Cockburn of Henderland,William,Cockburn,2,criminal,,of Henderland,,AF,1420,IN,1530,male,2,2015-07-09 02:07:20.288333,5776,2015-02-25 00:40:18.824009,2015-07-09 02:07:20.288157,"William Cockburn of Henderland, William, William Cockburn, William Cockburn of Henderland, William of Henderland",,
10004102,Thomas Fairfax,Thomas,Fairfax,2,Jesuit,,,,IN,1655,IN,1716,male,2,2015-07-09 08:23:46.896234,9093,2015-02-25 00:40:41.973041,2015-07-09 08:23:46.896067,"Thomas Fairfax, Thomas, Thomas Fairfax",,
10002788,Alexander Cooper,Alexander,Cooper,2,miniature painter,,,,IN,1609,CA,1660,male,2,2015-07-09 02:32:46.087886,6206,2015-02-25 00:40:21.645557,2015-07-09 02:32:46.087733,"Alexander Cooper, Alexander, Alexander Cooper",,
10003788,James Duport,James,Duport,2,dean of Peterborough and college head,,,,IN,1606,IN,1679,male,2,2015-07-09 07:18:51.977184,8301,2015-02-25 00:40:37.355769,2015-07-09 07:18:51.976999,"James Duport, James, James Duport",,
10007992,Charles Marshall,Charles,Marshall,2,Quaker preacher and apothecary,,,,IN,1637,IN,1698,male,2,2015-07-14 03:33:25.054142,18130,2015-02-25 00:41:47.607881,2015-07-14 03:33:25.053877,"Charles Marshall, Charles, Charles Marshall",,
10004704,Sir Henry Garway,Henry,Garway,2,merchant and politician,Sir,,,IN,1575,IN,1646,male,2,2015-07-14 03:59:51.598189,10405,2015-02-25 00:40:50.961587,2015-07-14 03:59:51.598055,"Sir Henry Garway, Sir Henry Garraway, Sir Henry, Sir Henry Garway, Sir Garway, Henry, Henry Garway",,
10000963,Robert Bennet,Robert,Bennet,2,bishop of Hereford,,,,AF,1507,IN,1617,male,2,2015-07-08 05:48:18.638672,2109,2015-02-25 00:39:49.448016,2015-07-08 05:48:18.638071,"Robert Bennet, Robert, Robert Bennet",,
10010848,John Searle,John,Searle,2,gardener,,,,AF,1636,IN,1746,male,2,2015-07-11 15:28:27.510984,68315,2015-02-25 00:42:33.256145,2015-07-11 15:28:27.510806,"John Searle, John, John Searle",,
10000861,Gabriel Beck,Gabriel,Beck,2,lawyer and politician,,,,AF,1552,CA,1662,male,2,2015-07-08 05:36:43.288785,66515,2015-02-25 00:39:47.979251,2015-07-08 05:36:43.288550,"Gabriel Beck, Gabriel, Gabriel Beck",,
10011467,Edward Stanley,Edward,Stanley,2,magnate,,,,IN,1509,IN,1572,male,2,2016-01-23 20:38:24.152223,26262,2015-02-25 00:42:45.054860,2016-01-23 20:38:24.152014,"Edward Stanley, Edward, Edward Stanley",,
10010503,David Rowland,David,Rowland,2,author and translator,,,,IN,1568,IN,1576,male,2,2015-07-11 16:26:03.258018,24212,2015-02-25 00:42:27.691299,2015-07-11 16:26:03.257840,"David Rowland, David, David Rowland",,
10006315,William Hubbock,William,Hubbock,2,Church of England clergyman,,,,IN,1560,IN,1631,male,2,2015-07-10 03:22:58.847290,14019,2015-02-25 00:41:21.516796,2015-07-10 03:22:58.847121,"William Hubbock, William, William Hubbock",,
10001958,James Calvert,James,Calvert,2,nonconformist minister,,,,IN,1631,IN,1698,male,2,2015-07-08 23:39:00.945627,46803,2015-02-25 00:40:08.888300,2015-07-08 23:39:00.945435,"James Calvert, James, James Calvert",,
10009305,James Parke,James,Parke,2,Quaker preacher and writer,,,,IN,1636,IN,1696,male,2,2015-07-14 03:33:34.000428,21273,2015-02-25 00:42:08.365456,2015-07-14 03:33:34.000276,"James Parke, James, James Parke",,
10004247,Thomas Field,Thomas,Field,2,Jesuit and explorer,,,,IN,1549,IN,1625,male,2,2015-02-25 00:40:44.060800,9396,2015-02-25 00:40:44.063557,2015-03-11 22:34:02.918455,"Thomas Field, Thomas, Thomas Field",,
10008161,William Mead,William,Mead,2,Quaker patron and merchant,,,,IN,1627,IN,1713,male,2,2015-07-14 03:33:26.830605,18469,2015-02-25 00:41:50.224796,2015-07-14 03:33:26.830428,"William Mead, William, William Mead",,
10010516,Sir Marmaduke Roydon,Marmaduke,Roydon,2,merchant and shipowner,Sir,,,IN,1583,IN,1646,male,2,2015-02-25 00:42:27.889127,24237,2015-02-25 00:42:27.892404,2015-03-11 22:36:15.562745,"Sir Marmaduke Roydon, Sir Marmaduke Rawdon, Sir Marmaduke, Sir Marmaduke Roydon, Sir Roydon, Marmaduke, Marmaduke Roydon",,
10012481,Robert Walpole,Robert,Walpole,2,agricultural improver and politician,,,,IN,1650,IN,1700,male,2,2016-01-23 18:46:45.717845,28600,2015-02-25 00:43:08.074497,2016-01-23 18:46:45.717715,"Robert Walpole, Robert, Robert Walpole",,
10009003,Ferganainm O'Carroll,Ferganainm,O'Carroll,2,chieftain,,,,AF,1431,IN,1541,male,2,2015-07-14 03:16:40.738938,66269,2015-02-25 00:42:03.682842,2015-07-14 03:16:40.738702,"Ferganainm O'Carroll, Ferganainm, Ferganainm O'Carroll",,
10008917,Humphrey Norton,Humphrey,Norton,2,Quaker missionary and author,,,,IN,1655,IN,1660,male,2,2015-07-14 03:33:31.947148,20344,2015-02-25 00:42:02.388316,2015-07-14 03:33:31.946959,"Humphrey Norton, Humphrey, Humphrey Norton",,
10000719,Isaac Barrow,Isaac,Barrow,2,bishop of St Asaph,,,,IN,1612,IN,1680,male,2,2015-07-08 05:16:21.669993,1542,2015-02-25 00:39:45.956837,2015-07-08 05:16:21.669804,"Isaac Barrow, Isaac, Isaac Barrow",,
10052221,Catherine Ogle,Catherine,Ogle,31,,,,,CA,1566,IN,1629,female,31,2016-01-24 12:49:13.162280,,2016-01-13 21:29:30.388121,2016-01-24 12:49:13.161813,"Catherine, Catherine Ogle",,
10007935,William Manning,William,Manning,2,clergyman and ejected minister,,,,IN,1630,IN,1711,male,2,2015-07-10 13:18:37.508401,17979,2015-02-25 00:41:46.721420,2015-07-10 13:18:37.508225,"William Manning, William, William Manning",,
10054807,Charles Cavendish,Charles,Cavendish,387,"godson of Queen Mary I, son of Bess of Hardwick",,,,IN,1553,IN,1617,male,5,2016-01-24 12:55:03.009382,,2016-01-23 20:43:49.638095,2016-01-24 12:55:03.009247,"Charles, Charles Cavendish",,
10004197,John Fenwick,John,Fenwick,2,merchant and parliamentarian army officer,,,,AF/IN,1593,CA,1670,male,2,2015-09-24 19:07:10.521584,9306,2015-02-25 00:40:43.356829,2015-09-24 19:07:10.521361,"John Fenwick, John Fenwicke, John, John Fenwick",,
10009068,Samuel Oates,Samuel,Oates,2,General Baptist preacher and Leveller,,,,IN,1614,IN,1683,male,2,2015-07-14 03:33:32.421151,62364,2015-02-25 00:42:04.629969,2015-07-14 03:33:32.420901,"Samuel Oates, Samuel, Samuel Oates",,
10008160,Robert Mead,Robert,Mead,2,poet and playwright,,,,IN,1615,IN,1653,male,2,2015-07-10 15:54:07.918230,18468,2015-02-25 00:41:50.211357,2015-07-10 15:54:07.917927,"Robert Mead, Robert, Robert Mead",,
10013044,George Wither,George,Wither,2,poet,,,,IN,1588,IN,1667,male,2,2015-07-14 03:18:51.725275,29804,2015-02-25 00:43:16.492082,2015-07-14 03:18:51.725107,"George Wither, George, George Wither",,
10009232,William Packer,William,Packer,2,army officer and deputy major-general,,,,IN,1644,IN,1662,male,2,2015-07-14 04:21:21.219509,21077,2015-02-25 00:42:07.125206,2015-07-14 04:21:21.219337,"William Packer, William, William Packer",,
10010520,Eoghan Ruadh Mac an Bhaird,Eoghan,Ruadh Mac an Bhaird,2,,,,,CA,1570,AF,1625,male,2,2015-02-25 00:42:27.957067,72770,2015-02-25 00:42:27.961179,2015-03-11 22:36:15.684444,"Eoghan Ruadh Mac an Bhaird, Eoghan, Eoghan Ruadh Mac an Bhaird",,
10003065,Elizabeth Crooke,Elizabeth,Crooke,2,,,,,AF,1586,AF/IN,1696,female,2,2015-07-09 04:32:58.100613,67208,2015-02-25 00:40:25.758965,2015-07-09 04:32:58.100485,"Elizabeth Crooke, Elizabeth, Elizabeth Crooke",,
10009337,Nathaniel Parkhurst,Nathaniel,Parkhurst,2,Church of England clergyman,,,,IN,1643,IN,1707,male,2,2015-07-11 14:44:33.962302,21365,2015-02-25 00:42:08.892485,2015-07-11 14:44:33.962121,"Nathaniel Parkhurst, Nathaniel, Nathaniel Parkhurst",,
10005772,Robert Hegge,Robert,Hegge,2,antiquary and writer,,,,CA,1597,IN,1629,male,2,2015-09-24 19:07:14.193486,12865,2015-02-25 00:41:12.746513,2015-09-24 19:07:14.193329,"Robert Hegge, Robert, Robert Hegge",,
10003107,William Culliford,William,Culliford,2,revenue official,,,,CA,1640,IN,1720,male,2,2015-07-09 04:36:18.170033,58101,2015-02-25 00:40:26.593256,2015-07-09 04:36:18.169751,"William Culliford, William, William Culliford",,
10011041,William Shewen,William,Shewen,2,Quaker preacher,,,,IN,1631,IN,1695,male,2,2015-07-11 04:22:49.189514,25400,2015-02-25 00:42:36.856566,2015-07-11 04:22:49.189345,"William Shewen, William, William Shewen",,
10011469,Henry Stanley,Henry,Stanley,2,magnate,,,,IN,1531,IN,1593,male,2,2016-01-23 20:37:06.473884,26272,2015-02-25 00:42:45.089897,2016-01-23 20:37:06.473674,"Henry Stanley, Henry, Henry Stanley",,
10008144,Arthur Maynwaring,Arthur,Maynwaring,2,politician and author,,,,IN,1668,IN,1712,male,2,2015-07-14 04:26:44.739294,17809,2015-02-25 00:41:49.934936,2015-07-14 04:26:44.739061,"Arthur Maynwaring, Arthur, Arthur Maynwaring",,
10008318,Nathaniel Mist,Nathaniel,Mist,2,newspaper printer and publisher,,,,AF,1627,IN,1737,male,2,2015-07-14 04:07:34.311756,18822,2015-02-25 00:41:52.733048,2015-07-14 04:07:34.311626,"Nathaniel Mist, Nathaniel, Nathaniel Mist",,
10010524,Thomas Rud,Thomas,Rud,2,schoolmaster and librarian,,,,IN,1667,IN,1733,male,2,2015-07-11 16:27:09.739812,24242,2015-02-25 00:42:28.102504,2015-07-11 16:27:09.739637,"Thomas Rud, Thomas, Thomas Rud",,
10003067,John Crooke,John,Crooke,2,,,,,IN,1613,IN,1669,male,2,2015-07-09 04:33:08.850509,67207,2015-02-25 00:40:25.844173,2015-07-09 04:33:08.850284,"John Crooke, John, John Crooke",,
10004945,Sir William Gooch,William,Gooch,2,army officer and politician in America,Sir,,,IN,1681,IN,1751,male,2,2015-07-14 04:30:03.447871,62477,2015-02-25 00:40:55.795064,2015-07-14 04:30:03.447709,"William Gooch, Sir William, Sir William Gooch, Sir Gooch, William, William Gooch",,
10001879,Sir Theobald Butler,Theobald,Butler,2,lawyer,Sir,,,IN,1642,IN,1721,male,2,2015-07-08 07:54:45.967482,67045,2015-02-25 00:40:07.485698,2015-07-08 07:54:45.967348,"Sir Theobald Butler, Toby Butler, Sir Theobald, Sir Theobald Butler, Sir Butler, Theobald, Theobald Butler",,
10009416,John Paterson,John,Paterson,2,archbishop of Glasgow,,,,IN,1632,IN,1708,male,2,2015-07-14 04:15:44.169595,21532,2015-02-25 00:42:09.989315,2015-07-14 04:15:44.169440,"John Paterson, John, John Paterson",,
10000857,Henry Becher,Henry,Becher,2,translator and Church of England clergyman,,,,IN,1559,IN,1568,male,2,2015-07-08 05:36:24.282745,1893,2015-02-25 00:39:47.924536,2015-07-08 05:36:24.282541,"Henry Becher, Henry, Henry Becher",,
10000280,Sir William Armine,William,Armine,2,politician,Sir,,,IN,1593,IN,1651,male,2,2015-07-08 04:17:19.265389,649,2015-02-25 00:39:39.463521,2015-07-08 04:17:19.265185,"William Armine, Sir William, Sir William Armine, Sir Armine, William, William Armine",,
10012603,"Sir Thomas Watson-Wentworth Earl of Malton, Marquess of Rockingham",Thomas,Watson-Wentworth,2,NA,Sir,,"Earl of Malton, Marquess of Rockingham",IN,1603,IN,1750,male,2,2015-07-14 04:13:38.193509,0,2015-02-25 00:43:09.992667,2015-07-14 04:13:38.193373,"Thomas Watson-Wentworth, Sir Thomas, Sir Thomas Watson-Wentworth, Sir Thomas Watson-Wentworth Earl of Malton, Marquess of Rockingham, Sir Watson-Wentworth, Thomas, Thomas Watson-Wentworth, Thomas Watson-Wentworth Earl of Malton, Marquess of Rockingham",,
10006173,William Hopkinson,William,Hopkinson,2,Church of England clergyman and author,,,,AF,1494,IN,1604,male,2,2015-07-14 03:19:34.640617,13759,2015-02-25 00:41:19.257335,2015-07-14 03:19:34.640459,"William Hopkinson, William, William Hopkinson",,
10001679,Alexander Bruce,Alexander,Bruce,2,lawyer,,,,AF,1619,IN,1729,male,2,2015-07-08 07:26:47.714084,67530,2015-02-25 00:40:03.783005,2015-07-08 07:26:47.713882,"Alexander Bruce, Alexander, Alexander Bruce",,
10054761,Lord  Edward Denny First Earl of Norwich,Edward,Denny,404,"First Earl of Norwich; groom of Elizabeth's privy chamber; 1590/1591 married Mary, daughter of Thomas Cecil, first earl of Exeter, Burghley's eldest son.",Lord ,,First Earl of Norwich,IN,1560,IN,1637,male,4,2016-01-23 20:41:16.210509,,2016-01-23 18:23:33.084466,2016-01-23 20:41:16.210294,"Lord Edward, Lord Edward Denny, Lord Edward Denny First Earl of Norwich, Lord Denny, Edward, Edward Denny, Edward Denny First Earl of Norwich, First Earl of Norwich, Earl of Norwich",,
10001567,Thomas Britton,Thomas,Britton,2,"concert promoter, book collector, and coal merchant",,,,IN,1644,IN,1714,male,2,2015-07-08 07:13:14.726089,3459,2015-02-25 00:40:01.832163,2015-07-08 07:13:14.725940,"Thomas Britton, Thomas, Thomas Britton",,
10000092,William Alabaster,William,Alabaster,2,Church of England clergyman and writer,,,,IN,1568,IN,1640,male,2,2015-07-08 04:01:03.177896,265,2015-02-25 00:39:36.698617,2015-07-08 04:01:03.177595,"William Alabaster, William, William Alabaster",,
10002223,Margaret Cavendish,Margaret,Cavendish,2,writer,,,,CA,1623,IN,1673,female,2,2016-01-23 20:40:06.438326,4940,2015-02-25 00:40:13.221301,2016-01-23 20:40:06.437703,"Margaret Cavendish, Margaret Lucas, Margaret, Margaret Cavendish",,
10005395,John Hall,John,Hall,2,bishop of Bristol and college head,,,,IN,1633,IN,1710,male,2,2015-09-24 19:08:14.198843,11972,2015-02-25 00:41:05.944331,2015-09-24 19:08:14.198361,"John Hall, John, John Hall",,
10050793,Cecily Bonville,Cecily,Bonville,31,,,,,IN,1460,IN,1529,female,31,2016-01-23 20:40:49.238927,,2016-01-13 21:29:14.930431,2016-01-23 20:40:49.238583,"Cecily, Cecily Bonville",,
10004103,Thomas Fairfax Lord Fairfax of Cameron,Thomas,Fairfax,2,landowner,,,Lord Fairfax of Cameron,IN,1693,IN,1781,male,2,2015-07-09 08:23:48.346558,9094,2015-02-25 00:40:41.986193,2015-07-09 08:23:48.346302,"Thomas Fairfax, Thomas, Thomas Fairfax, Thomas Fairfax Lord Fairfax of Cameron",,
10009352,Nathaniel Parr,Nathaniel,Parr,2,engraver,,,,AF,1641,IN,1751,male,2,2015-07-11 14:46:00.325517,21398,2015-02-25 00:42:09.108101,2015-07-11 14:46:00.325236,"Nathaniel Parr, Nathaniel, Nathaniel Parr",,
10005898,Rowland Heylyn,Rowland,Heylyn,2,ironmonger and church benefactor,,,,IN,1562,IN,1632,male,2,2015-07-10 02:33:26.602752,13172,2015-02-25 00:41:14.717641,2015-07-10 02:33:26.602594,"Rowland Heylyn, Rowland, Rowland Heylyn",,
10002890,John Cotton,John,Cotton,2,minister in America,,,,IN,1585,IN,1652,male,2,2015-07-09 03:49:38.525518,6416,2015-02-25 00:40:23.138354,2015-07-09 03:49:38.525340,"John Cotton, John, John Cotton",,
10002468,Sir Thomas Clarges,Thomas,Clarges,2,politician,Sir,,,CA,1617,IN,1695,male,2,2015-07-09 01:49:58.234673,5453,2015-02-25 00:40:16.691753,2015-07-09 01:49:58.234521,"Thomas Clarges, Sir Thomas, Sir Thomas Clarges, Sir Clarges, Thomas, Thomas Clarges",,
10003585,Thomas Dorman,Thomas,Dorman,2,religious controversialist,,,,IN,1534,IN,1577,male,2,2015-07-09 06:19:23.646168,7834,2015-02-25 00:40:34.218675,2015-07-09 06:19:23.645823,"Thomas Dorman, Thomas, Thomas Dorman",,
10006212,Francis Hosier,Francis,Hosier,2,naval officer,,,,IN,1673,IN,1727,male,2,2015-07-10 03:03:59.077960,13833,2015-02-25 00:41:19.871546,2015-07-10 03:03:59.077788,"Francis Hosier, Francis, Francis Hosier",,
10003119,William Culpeper,William,Culpeper,2,,,,,AF,1391,IN,1501,male,2,2015-02-25 00:40:26.769799,65300,2015-02-25 00:40:26.773135,2015-03-11 22:33:37.766772,"William Culpeper, William, William Culpeper",,
10007143,Zachary Langton,Zachary,Langton,2,Church of Ireland clergyman,,,,IN,1698,IN,1786,male,2,2015-07-09 05:37:48.112875,16048,2015-02-25 00:41:34.770967,2015-07-09 05:37:48.112689,"Zachary Langton, Zachary, Zachary Langton",,
10010306,Joseph Rigby,Joseph,Rigby,2,parliamentarian army officer and poet,,,,AF,1561,IN,1671,male,2,2015-07-11 16:13:53.641347,23646,2015-02-25 00:42:24.568072,2015-07-11 16:13:53.641129,"Joseph Rigby, Joseph, Joseph Rigby",,
10010566,George Rust,George,Rust,2,Church of Ireland bishop of Dromore,,,,IN,1628,IN,1670,male,2,2015-07-14 04:21:44.946290,24357,2015-02-25 00:42:28.758025,2015-07-14 04:21:44.946157,"George Rust, George, George Rust",,
10007472,William Lisle,William,Lisle,2,translator and Anglo-Saxon scholar,,,,IN,1569,IN,1637,male,2,2015-07-10 12:38:00.660573,16759,2015-02-25 00:41:39.707452,2015-07-10 12:38:00.660406,"William Lisle, William L'Isle, William, William Lisle",,
10009533,John Pennyman,John,Pennyman,2,Quaker schismatic,,,,IN,1628,IN,1706,male,2,2015-07-14 03:33:38.570108,0,2015-02-25 00:42:11.787593,2015-07-14 03:33:38.569959,"John Pennyman, John, John Pennyman",,
10005779,Edward Hellowes,Edward,Hellowes,2,courtier and translator,,,,IN,1574,IN,1601,male,2,2015-07-10 02:16:54.959668,12874,2015-02-25 00:41:12.907519,2015-07-10 02:16:54.959496,"Edward Hellowes, Edward, Edward Hellowes",,
10001802,Nicol Burne,Nicol,Burne,2,Roman Catholic controversialist,,,,IN,1574,IN,1598,male,2,2015-07-08 07:40:30.962286,4049,2015-02-25 00:40:06.105567,2015-07-08 07:40:30.962027,"Nicol Burne, Nicol, Nicol Burne",,
10012788,George White,George,White,2,engraver,,,,IN,1684,IN,1732,male,2,2015-07-14 04:13:38.607047,29242,2015-02-25 00:43:12.761445,2015-07-14 04:13:38.606904,"George White, George, George White",,
10002866,Anthony Moses da Costa,Anthony Moses da,Costa,2,merchant,,,,IN,1667,IN,1747,male,2,2015-02-25 00:40:22.822433,39728,2015-02-25 00:40:22.825018,2015-03-11 22:33:30.189499,"Anthony Moses da Costa, Anthony Moses da, Anthony Moses da Costa",,
10002877,John Cotta,John,Cotta,2,physician,,,,CA,1575,IN,1627,male,2,2015-07-09 03:47:13.019389,6393,2015-02-25 00:40:22.968409,2015-07-09 03:47:13.019226,"John Cotta, John, John Cotta",,
10003586,Anne Dormer,Anne,Dormer,2,letter-writer,,,,CA,1648,IN,1695,female,2,2015-07-09 06:19:38.828648,66726,2015-02-25 00:40:34.235714,2015-07-09 06:19:38.828472,"Anne Dormer, Anne Cottrell, Anne, Anne Dormer",,
10004311,Gerald Fitzgerald,Gerald,Fitzgerald,2,lord deputy of Ireland,,,,IN,1487,IN,1534,male,2,2015-07-09 08:50:55.596083,9555,2015-02-25 00:40:45.093510,2015-07-09 08:50:55.595792,"Gerald Fitzgerald, Gerald, Gerald Fitzgerald",,
10009899,Sir Anthony Poyntz,Anthony,Poyntz,2,naval commander,Sir,,,CA,1480,IN,1532,male,2,2015-07-11 15:38:59.755800,22689,2015-02-25 00:42:17.774909,2015-07-11 15:38:59.754896,"Anthony Poyntz, Sir Anthony, Sir Anthony Poyntz, Sir Poyntz, Anthony, Anthony Poyntz",,
10003122,Laurence Culverwell,Laurence,Culverwell,2,,,,,AF,1452,IN,1562,male,2,2015-02-25 00:40:26.813493,72773,2015-02-25 00:40:26.816500,2015-03-11 22:33:37.873286,"Laurence Culverwell, Laurence, Laurence Culverwell",,
10003111,Sir Alexander Culpeper,Alexander,Culpeper,2,,Sir,,,AF,1431,IN,1541,male,2,2015-07-09 04:36:28.842653,65299,2015-02-25 00:40:26.648784,2015-07-09 04:36:28.842492,"Alexander Culpeper, Sir Alexander, Sir Alexander Culpeper, Sir Culpeper, Alexander, Alexander Culpeper",,
10003116,Richard Culpeper,Richard,Culpeper,2,,,,,AF,1406,IN,1516,male,2,2015-07-09 04:36:53.056272,65298,2015-02-25 00:40:26.722232,2015-07-09 04:36:53.055991,"Richard Culpeper, Richard, Richard Culpeper",,
10005705,Samuel Haworth,Samuel,Haworth,2,empirical physician,,,,IN,1659,BF,1769,male,2,2015-07-10 02:07:52.289170,12700,2015-02-25 00:41:11.735775,2015-07-10 02:07:52.289008,"Samuel Haworth, Samuel, Samuel Haworth",,
10002843,William Corkine,William,Corkine,2,composer,,,,IN,1610,IN,1617,male,2,2015-07-09 03:42:44.077981,45888,2015-02-25 00:40:22.468708,2015-07-09 03:42:44.077815,"William Corkine, William, William Corkine",,
10003564,John Dolben,John,Dolben,2,archbishop of York,,,,IN,1625,IN,1686,male,2,2015-09-24 19:08:22.331176,7775,2015-02-25 00:40:33.854853,2015-09-24 19:08:22.330808,"John Dolben, John, John Dolben",,
10010756,Stephen Scandrett,Stephen,Scandrett,2,clergyman and ejected minister,,,,CA,1631,IN,1706,male,2,2015-07-11 16:49:31.879945,24778,2015-02-25 00:42:31.803966,2015-07-11 16:49:31.879750,"Stephen Scandrett, Stephen, Stephen Scandrett",,
10009193,Corbet Owen,Corbet,Owen,2,Latin poet,,,,IN,1645,IN,1671,male,2,2015-07-14 04:28:04.640756,20988,2015-02-25 00:42:06.562019,2015-07-14 04:28:04.639448,"Corbet Owen, Corbet, Corbet Owen",,
10007752,Thomas Macclesfield,Thomas,Macclesfield,2,Roman Catholic priest and martyr,,,,IN,1585,IN,1616,male,2,2015-07-10 13:05:16.664155,18396,2015-02-25 00:41:43.948509,2015-07-10 13:05:16.664002,"Thomas Macclesfield, Thomas Maxfield, Thomas, Thomas Macclesfield",,
10006648,Richard Johnson,Richard,Johnson,2,schoolmaster and grammarian,,,,IN,1656,IN,1721,male,2,2015-07-14 03:54:32.497237,14910,2015-02-25 00:41:27.000491,2015-07-14 03:54:32.497110,"Richard Johnson, Richard, Richard Johnson",,
10006320,Richard Huddleston,Richard,Huddleston,2,Benedictine monk,,,,IN,1583,IN,1655,male,2,2015-07-10 03:23:13.034658,14028,2015-02-25 00:41:21.588555,2015-07-10 03:23:13.034487,"Richard Huddleston, Richard Hudleston, Richard, Richard Huddleston",,
10008891,Thomas Norris,Thomas,Norris,2,politician,,,,IN,1653,IN,1700,male,2,2015-07-14 04:08:37.637959,20286,2015-02-25 00:42:01.885177,2015-07-14 04:08:37.637798,"Thomas Norris, Thomas, Thomas Norris",,
10009837,John Pordage,John,Pordage,2,religious leader and physician,,,,IN,1607,IN,1681,male,2,2015-07-14 03:33:40.069104,0,2015-02-25 00:42:16.670232,2015-07-14 03:33:40.068971,"John Pordage, John, John Pordage",,
10002346,Ichabod Chauncey,Ichabod,Chauncey,2,physician and alleged plotter,,,,IN,1635,IN,1691,male,2,2015-07-09 01:30:14.318218,5195,2015-02-25 00:40:14.948749,2015-07-09 01:30:14.317859,"Ichabod Chauncey, Ichabod, Ichabod Chauncey",,
10008147,Daniel Mayo,Daniel,Mayo,2,Presbyterian minister,,,,IN,1672,IN,1733,male,2,2015-07-14 03:40:01.905182,18454,2015-02-25 00:41:49.976056,2015-07-14 03:40:01.904926,"Daniel Mayo, Daniel, Daniel Mayo",,
10009200,Hugh Owen,Hugh,Owen,2,Jesuit,,,,IN,1615,IN,1686,male,2,2015-07-10 17:13:03.121934,21005,2015-02-25 00:42:06.663006,2015-07-10 17:13:03.121786,"Hugh Owen, Hugh, Hugh Owen",,
10012937,Richard Willis,Richard,Willis,2,bishop of Winchester,,,,IN,1664,IN,1734,male,2,2015-07-14 04:30:03.472358,29583,2015-02-25 00:43:14.973598,2015-07-14 04:30:03.472193,"Richard Willis, Richard, Richard Willis",,
10003587,James Dormer,James,Dormer,2,army officer,,,,IN,1679,IN,1741,male,2,2015-07-09 06:19:44.917462,7835,2015-02-25 00:40:34.257859,2015-07-09 06:19:44.917255,"James Dormer, James, James Dormer",,
10009505,Thomas Pellett,Thomas,Pellett,2,physician,,,,IN,1671,IN,1744,male,2,2015-07-14 03:22:35.118968,21807,2015-02-25 00:42:11.307771,2015-07-14 03:22:35.118831,"Thomas Pellett, Thomas, Thomas Pellett",,
10003666,James Drake,James,Drake,2,political and medical writer,,,,IN,1666,IN,1707,male,2,2015-07-09 06:43:59.337767,8026,2015-02-25 00:40:35.649371,2015-07-09 06:43:59.337589,"James Drake, James, James Drake",,
10003848,Edward East,Edward,East,2,clock- and watchmaker,,,,IN,1602,IN,1696,male,2,2015-07-09 07:36:08.111283,52618,2015-02-25 00:40:38.233598,2015-07-09 07:36:08.111089,"Edward East, Edward, Edward East",,
10007714,William Lyon,William,Lyon,2,Church of Ireland bishop of Cork,,,,AF,1507,IN,1617,male,2,2015-07-10 13:04:00.305670,17287,2015-02-25 00:41:43.310936,2015-07-10 13:04:00.305503,"William Lyon, William, William Lyon",,
10003127,Samuel Culverwell,Samuel,Culverwell,2,,,,,CA,1551,IN,1613,male,2,2015-07-09 04:37:51.122594,70078,2015-02-25 00:40:26.912751,2015-07-09 04:37:51.122447,"Samuel Culverwell, Samuel, Samuel Culverwell",,
