first_name,birth_year_type,odnb_id,historical_significance,created_by,updated_at,aliases,id,search_names_all,last_name,title,death_year_type,citation,approved_by,gender,suffix,display_name,prefix,approved_on,death_year,created_at,birth_year
David,IN,16827,naval officer,2,2015-07-14 04:35:29.981959,,10007508,"David Lloyd, David, David Lloyd",Lloyd,,IN,,2,male,,David Lloyd,,2015-07-14 04:35:29.982102,1723,2015-02-25 00:41:40.187648,1642
Thomas,IN,28707,Roman Catholic controversialist,2,2015-07-11 06:00:47.992686,,10012532,"Thomas Ward, Thomas, Thomas Ward",Ward,,IN,,2,male,,Thomas Ward,,2015-07-11 06:00:47.992972,1708,2015-02-25 00:43:08.783116,1652
Sarah,CA,13379,portrait painter,2,2015-07-10 02:42:22.946456,,10005999,"Sarah Hoadly, Sarah Curtis, Sarah, Sarah Hoadly",Hoadly,,IN,,2,female,,Sarah Hoadly,,2015-07-10 02:42:22.946625,1743,2015-02-25 00:41:16.449215,1676
William,CA,74470,,2,2015-07-09 04:39:33.622435,,10003147,"William Cunningham, William, William Cunningham",Cunningham,,BF/IN,,2,male,,William Cunningham,,2015-07-09 04:39:33.622564,1580,2015-02-25 00:40:27.270899,1526
Mary,IN,5383,poet and essayist,2,2015-07-09 01:42:39.884894,,10002438,"Mary Chudleigh, Mary Lee, Mary, Mary Chudleigh",Chudleigh,,IN,,2,female,,Mary Chudleigh,,2015-07-09 01:42:39.885795,1710,2015-02-25 00:40:16.273502,1656
John,IN,69921,lawyer and author,2,2015-07-14 03:57:09.946788,,10010555,"John Russell, John, John Russell",Russell,,IN,,2,male,,John Russell,,2015-07-14 03:57:09.946954,1612,2015-02-25 00:42:28.581090,1550
John,IN,66647,colonial governor,2,2015-07-14 04:35:33.179153,,10007369,"John Leverett, John, John Leverett",Leverett,,IN,,2,male,,John Leverett,,2015-07-14 04:35:33.179281,1679,2015-02-25 00:41:38.176900,1616
James,IN,12376,lawyer,2,2015-07-10 01:32:56.616344,,10005567,"James Harrington, James, James Harrington",Harrington,,IN,,2,male,,James Harrington,,2015-07-10 01:32:56.616548,1693,2015-02-25 00:41:09.093443,1664
James,IN,28729,antiquary and historian,2,2015-07-14 04:35:35.721396,,10012538,"James Ware, Sir James, Sir James Ware, Sir Ware, James, James Ware",Ware,,IN,,2,male,,Sir James Ware,Sir,2015-07-14 04:35:35.721560,1666,2015-02-25 00:43:08.907479,1594
Frescheville,IN,13551,naval officer,2,2015-07-10 02:50:56.963252,,10006077,"Frescheville Holles, Sir Frescheville, Sir Frescheville Holles, Sir Holles, Frescheville, Frescheville Holles",Holles,,IN,,2,male,,Sir Frescheville Holles,Sir,2015-07-10 02:50:56.963429,1672,2015-02-25 00:41:17.752251,1642
Bryan,IN,23831,physician and author,2,2015-07-11 16:15:31.529610,,10010347,"Bryan Robinson, Bryan, Bryan Robinson",Robinson,,IN,,2,male,,Bryan Robinson,,2015-07-11 16:15:31.529967,1754,2015-02-25 00:42:25.195644,1680
Nicolaus,CA,37757,mathematician and astronomer,2,2015-07-10 15:58:03.319129,,10008205,"Nicolaus Mercator, Nicolaus, Nicolaus Mercator",Mercator,,IN,,2,male,,Nicolaus Mercator,,2015-07-10 15:58:03.319284,1687,2015-02-25 00:41:50.856342,1620
James,IN,68428,lawyer and politician,2,2015-07-08 04:02:15.091070,,10000110,"James Alexander, James, James Alexander",Alexander,,IN,,2,male,,James Alexander,,2015-07-08 04:02:15.091321,1756,2015-02-25 00:39:36.996473,1691
William,IN,20360,bookseller,2,2015-07-10 16:56:46.313100,,10008930,"William Norton, William, William Norton",Norton,,IN,,2,male,,William Norton,,2015-07-10 16:56:46.313335,1593,2015-02-25 00:42:02.569881,1526
Morgan,IN,10894,Church of England clergyman and missionary,2,2015-07-14 04:28:06.582316,,10004922,"Morgan Godwyn, Morgan Godwin, Morgan, Morgan Godwyn",Godwyn,,IN,,2,male,,Morgan Godwyn,,2015-07-14 04:28:06.582556,1685,2015-02-25 00:40:55.416874,1640
James,IN,21190,Church of England clergyman and benefactor,2,2015-07-10 17:18:26.711384,,10009272,"James Palmer, James, James Palmer",Palmer,,IN,,2,male,,James Palmer,,2015-07-10 17:18:26.711531,1660,2015-02-25 00:42:07.829299,1581
Unton,AF,93800,letter writer and political agent,2,2015-09-24 19:07:27.632256,,10003458,"Unton Dering, Unton Gibbes, Unton, Unton Dering",Dering,,IN,,2,male,,Unton Dering,,2015-09-24 19:07:27.632468,1676,2015-02-25 00:40:32.080893,1566
John,IN,53656,writer on mechanics,2,2015-07-08 05:21:25.416382,,10000775,"John Bate, John, John Bate",Bate,,IN,,2,male,,John Bate,,2015-07-08 05:21:25.416592,1635,2015-02-25 00:39:46.709680,1626
Thomas,IN,13942,naval officer and administrator,2,2016-01-23 20:10:21.439632,,10006279,"Thomas Howard, Thomas, Thomas Howard",Howard,,IN,,2,male,,Thomas Howard,,2016-01-23 20:10:21.439772,1626,2015-02-25 00:41:20.863089,1561
David,IN,16486,army officer,2,2015-07-14 03:41:08.572145,,10007340,"David Leslie, David, David Leslie",Leslie,,IN,,2,male,,David Leslie,,2015-07-14 03:41:08.572707,1682,2015-02-25 00:41:37.724196,1601
Thomas,IN,23673,Presbyterian minister,2,2015-07-10 04:27:24.674416,,10010315,"Thomas Risley, Thomas, Thomas Risley",Risley,,IN,,2,male,,Thomas Risley,,2015-07-10 04:27:24.674557,1716,2015-02-25 00:42:24.722167,1630
Thomas,CA,19818,Hebrew scholar,2,2015-07-10 16:40:46.570318,,10008716,"Thomas Neal, Thomas Neale, Thomas, Thomas Neal",Neal,,AF/IN,,2,male,,Thomas Neal,,2015-07-10 16:40:46.570464,1590,2015-02-25 00:41:58.945535,1519
Isaac,IN,1370,dean of Canterbury,2,2015-07-08 05:07:38.960043,,10000634,"Isaac Bargrave, Isaac, Isaac Bargrave",Bargrave,,IN,,2,male,,Isaac Bargrave,,2015-07-08 05:07:38.960277,1643,2015-02-25 00:39:44.691008,1586
William,AF/IN,74472,,2,2015-07-09 04:39:35.974829,,10003148,"William Cunningham, William, William Cunningham",Cunningham,,IN,,2,male,,William Cunningham,,2015-07-09 04:39:35.974979,1631,2015-02-25 00:40:27.291519,1575
Hugh,CA,17416,poet and antiquary,2,2015-07-10 13:05:26.918567,,10007756,"Hugh MacCurtin, Hugh, Hugh MacCurtin",MacCurtin,,IN,,2,male,,Hugh MacCurtin,,2015-07-10 13:05:26.918794,1755,2015-02-25 00:41:44.005704,1680
Sarah,IN,60915,compiler of almanacs and medical practitioner,2,2015-07-10 04:37:02.748754,,10006624,"Sarah Jinner, Sarah, Sarah Jinner",Jinner,,IN,,2,female,,Sarah Jinner,,2015-07-10 04:37:02.748985,1664,2015-02-25 00:41:26.602809,1658
Richard,IN,16183,,2,2015-07-14 04:35:36.602963,,10007199,"Richard Lawrence, Richard, Richard Lawrence",Lawrence,,BF,,2,male,,Richard Lawrence,,2015-07-14 04:35:36.603126,1728,2015-02-25 00:41:35.544877,1618
William,BF,0,NA,2,2015-07-11 16:30:46.018008,,10012233,"William Uvedale, Sir William, Sir William Uvedale, Sir William Uvedale of Wickham, Hampshire, Sir William of Wickham, Hampshire, Sir Uvedale, Sir Uvedale of Wickham, Hampshire, William, William Uvedale, William Uvedale of Wickham, Hampshire, William of Wickham, Hampshire",Uvedale,,IN,,2,male,"of Wickham, Hampshire","Sir William Uvedale of Wickham, Hampshire",Sir,2015-07-11 16:30:46.018279,1652,2015-02-25 00:43:03.000811,1600
John,IN,47174,abbot of Leicester and bishop-designate of Gloucester,2,2015-07-08 06:38:56.302746,,10001350,"John Bourchier, John, John Bourchier",Bourchier,,AF/IN,,2,male,,John Bourchier,,2015-07-08 06:38:56.302910,1577,2015-02-25 00:39:57.217481,1493
George,IN,24262,Latin playwright,2,2015-07-11 16:27:43.885843,,10010534,"George Ruggle, George, George Ruggle",Ruggle,,IN,,2,male,,George Ruggle,,2015-07-11 16:27:43.886049,1621,2015-02-25 00:42:28.256660,1575
Margaret,CA,70720,,2,2015-07-09 02:08:35.050295,,10002614,"Margaret Coffin, Margaret, Margaret Coffin",Coffin,,IN,,2,female,,Margaret Coffin,,2015-07-09 02:08:35.050509,1550,2015-02-25 00:40:19.074516,1490
Richard,IN,3897,royalist army officer,2,2015-07-08 07:34:30.896824,,10001744,"Richard Bulkeley, Richard, Richard Bulkeley",Bulkeley,,IN,,2,male,,Richard Bulkeley,,2015-07-08 07:34:30.896981,1650,2015-02-25 00:40:05.175763,1626
William,IN,13217,editor of miscellanies,2,2015-07-10 02:36:29.345210,,10005922,"William Hicks, William Hickes, William, William Hicks",Hicks,,IN,,2,male,,William Hicks,,2015-07-10 02:36:29.345434,1682,2015-02-25 00:41:15.050178,1630
Philip,IN,18576,painter and etcher,2,2015-07-14 04:39:17.466516,,10008208,"Philip Mercier, Philippe Mercier, Philip, Philip Mercier",Mercier,,IN,,2,male,,Philip Mercier,,2015-07-14 04:39:17.466683,1760,2015-02-25 00:41:50.897842,1691
John,IN,10059,merchant and translator,2,2015-07-14 03:39:10.695642,,10004539,"John Frampton, John, John Frampton",Frampton,,IN,,2,male,,John Frampton,,2015-07-14 03:39:10.695821,1581,2015-02-25 00:40:48.397273,1559
Robert,IN,3641,history painter,2,2015-07-08 07:24:24.220435,,10001661,"Robert Browne, Robert Brown, Robert, Robert Browne",Browne,,IN,,2,male,,Robert Browne,,2015-07-08 07:24:24.220600,1753,2015-02-25 00:40:03.280991,1672
Bernard,IN,10420,royalist army officer and diplomat,2,2015-07-14 04:00:11.774049,,10004707,"Bernard Gascoigne, Sir Bernard, Sir Bernard Gascoigne, Sir Gascoigne, Bernard, Bernard Gascoigne",Gascoigne,,IN,,2,male,,Sir Bernard Gascoigne,Sir,2015-07-14 04:00:11.774319,1687,2015-02-25 00:40:51.038189,1614
George,IN,5,writer and politician,2,2015-10-09 14:18:44.504322,,10000015,"George Abbott, George, George Abbott",Abbott,,IN,,2,male,,George Abbott,,2015-10-09 14:18:44.504486,1649,2015-02-25 00:39:35.516446,1604
Henry,IN,23976,Church of England clergyman and religious controversialist,2,2015-07-11 16:19:11.922355,,10010398,"Henry Rogers, Henry, Henry Rogers",Rogers,,IN,,2,male,,Henry Rogers,,2015-07-11 16:19:11.922528,1658,2015-02-25 00:42:26.005600,1583
John,IN,19691,Particular Baptist minister and founder of the Baptist movement in south Wales,2,2015-07-10 16:04:39.247095,,10008289,"John Miles, John Myles, John, John Miles",Miles,,IN,,2,male,,John Miles,,2015-07-10 16:04:39.247242,1683,2015-02-25 00:41:52.308549,1620
Stephen,IN,25685,physician and philologist,2,2015-07-11 15:15:42.233645,,10011158,"Stephen Skinner, Stephen, Stephen Skinner",Skinner,,IN,,2,male,,Stephen Skinner,,2015-07-11 15:15:42.233819,1667,2015-02-25 00:42:39.100684,1623
Richard,IN,20365,surveyor and mathematician,2,2015-07-10 16:56:49.539437,,10008932,"Richard Norwood, Richard, Richard Norwood",Norwood,,IN,,2,male,,Richard Norwood,,2015-07-10 16:56:49.539610,1675,2015-02-25 00:42:02.598485,1590
John,BF,27468,mathematician and almanac maker,2,2015-07-11 05:39:48.919305,,10011964,"John Tipper, John, John Tipper",Tipper,,IN,,2,male,,John Tipper,,2015-07-11 05:39:48.919475,1713,2015-02-25 00:42:56.110946,1680
Baynham,IN,75403,,2,2015-07-11 05:37:53.202039,,10011923,"Baynham Throckmorton, Sir Baynham, Sir Baynham Throckmorton, Sir Throckmorton, Baynham, Baynham Throckmorton",Throckmorton,,IN,,2,male,,Sir Baynham Throckmorton,Sir,2015-07-11 05:37:53.202210,1681,2015-02-25 00:42:55.241876,1629
Thomas,IN,67744,philosopher and Church of England clergyman,2,2015-07-08 05:37:30.392278,,10000872,"Thomas Beconsall, Thomas, Thomas Beconsall",Beconsall,,IN,,2,male,,Thomas Beconsall,,2015-07-08 05:37:30.392451,1709,2015-02-25 00:39:48.190883,1663
Henry,IN,24739,courtier and diplomat,2,2015-07-14 04:26:53.717018,,10010736,"Henry Savile, Henry, Henry Savile",Savile,,IN,,2,male,,Henry Savile,,2015-07-14 04:26:53.717183,1687,2015-02-25 00:42:31.493498,1642
John,IN,1371,Church of England clergyman and collector of curiosities,2,2015-07-08 05:07:44.965654,,10000635,"John Bargrave, John, John Bargrave",Bargrave,,IN,,2,male,,John Bargrave,,2015-07-08 05:07:44.965854,1680,2015-02-25 00:39:44.718937,1610
Thomas,AF,19276,physician and diplomat,2,2015-09-24 19:22:20.482167,,10008516,"Thomas Morison, Thomas, Thomas Morison",Morison,,IN,,2,male,,Thomas Morison,,2015-09-24 19:22:20.482808,1603,2015-02-25 00:41:55.812992,1493
Thomas,AF,34,Roman Catholic priest and martyr,2,2015-10-09 14:18:51.257447,,10000018,"Thomas Abell, Thomas, Thomas Abell",Abell,,IN,,2,male,,Thomas Abell,,2015-10-09 14:18:51.257623,1540,2015-02-25 00:39:35.602700,1430
William,IN,75177,Jacobite politician,2,2015-07-10 04:54:18.138100,,10006794,"William Keith, William, William Keith",Keith,,IN,,2,male,,William Keith,,2015-07-10 04:54:18.138278,1712,2015-02-25 00:41:29.289849,1664
Thomas,IN,896,lord chancellor,2,2015-07-08 04:31:05.391193,,10000414,"Thomas Audley, Thomas, Thomas Audley",Audley,,IN,,2,male,,Thomas Audley,,2015-07-08 04:31:05.391370,1544,2015-02-25 00:39:41.316847,1487
William,BF,0,NA,2,2015-10-09 14:18:51.293712,,10006614,"William Jerome, William, William Jerome",Jerome,,IN,,2,male,,William Jerome,,2015-10-09 14:18:51.293899,1540,2015-02-25 00:41:26.447879,1520
Justinian,IN,16566,civil lawyer,2,2015-07-10 12:28:49.633195,,10007386,"Justinian Lewin, Sir Justinian, Sir Justinian Lewin, Sir Lewin, Justinian, Justinian Lewin",Lewin,,IN,,2,male,,Sir Justinian Lewin,Sir,2015-07-10 12:28:49.633436,1673,2015-02-25 00:41:38.417011,1613
Richard,BF/IN,58355,nobleman,2,2015-07-10 00:48:04.246168,,10005221,"Richard Grey, Richard, Richard Grey",Grey,,IN,,2,male,,Richard Grey,,2015-07-10 00:48:04.246424,1524,2015-02-25 00:41:01.825169,1478
Pocahontas,IN,22418,Algonquian Indian princess,2,2016-01-09 21:00:42.712558,,10013296,"Pocahontas, Rebecca Rolfe, Matoaka",,,IN,,4,female,,Pocahontas,,2016-01-09 21:00:42.713327,1617,2015-02-25 00:43:20.244443,1596
James,IN,24879,politician,2,2015-07-14 04:26:54.923554,,10010793,"James Scott, James Crofts, Duke of Monmouth, James, James Scott, James Scott Duke of Monmouth",Scott,Duke of Monmouth,IN,,2,male,,James Scott Duke of Monmouth,,2015-07-14 04:26:54.923753,1685,2015-02-25 00:42:32.388941,1649
Alexander,IN,6007,college head,2,2015-07-09 02:21:03.882746,,10002708,"Alexander Colville, Alexander, Alexander Colville",Colville,,IN,,2,male,,Alexander Colville,,2015-07-09 02:21:03.882909,1666,2015-02-25 00:40:20.439470,1595
William,IN,6936,royalist army officer,2,2015-07-09 04:39:44.179360,,10003149,"William Cunningham, William, William Cunningham",Cunningham,,IN,,2,male,,William Cunningham,,2015-07-09 04:39:44.179573,1664,2015-02-25 00:40:27.304508,1610
Thomas,IN,10701,clergyman and ejected minister,2,2015-07-14 04:18:35.277864,,10004851,"Thomas Gilbert, Thomas, Thomas Gilbert",Gilbert,,IN,,2,male,,Thomas Gilbert,,2015-07-14 04:18:35.278018,1673,2015-02-25 00:40:54.349421,1609
Walter,IN,0,"administrator and founder of Emmanuel College, Cambridge",2,2015-12-01 13:54:19.002037,,10008287,"Walter Mildmay, Sir Walter, Sir Walter Mildmay, Sir Mildmay, Walter, Walter Mildmay",Mildmay,,IN,,2,male,,Sir Walter Mildmay,Sir,2015-12-01 13:54:19.002635,1589,2015-02-25 00:41:52.282976,1520
Henry,IN,25425,playwright,2,2015-07-11 15:46:25.445182,,10011051,"Henry Shirley, Henry, Henry Shirley",Shirley,,IN,,2,male,,Henry Shirley,,2015-07-11 15:46:25.445361,1627,2015-02-25 00:42:37.061847,1591
William,IN,10128,landowner and politician,2,2015-07-14 03:41:10.164091,,10004560,"William Fraser, William, William Fraser",Fraser,,IN,,2,male,,William Fraser,,2015-07-14 03:41:10.164340,1715,2015-02-25 00:40:48.671208,1654
Thomas,IN,25686,physician and biographer,2,2015-07-11 16:07:14.270338,,10011160,"Thomas Skinner, Thomas, Thomas Skinner",Skinner,,IN,,2,male,,Thomas Skinner,,2015-07-11 16:07:14.270519,1679,2015-02-25 00:42:39.131760,1629
John,IN,8700,Church of England clergyman and religious writer,2,2015-07-09 07:49:59.590121,,10003935,"John Ellis, John, John Ellis",Ellis,,IN,,2,male,,John Ellis,,2015-07-09 07:49:59.590289,1665,2015-02-25 00:40:39.483941,1598
George,IN,2209,politician,2,2015-07-08 05:54:26.239096,,10000991,"George Berkeley, George, George Berkeley",Berkeley,,IN,,2,male,,George Berkeley,,2015-07-08 05:54:26.239320,1698,2015-02-25 00:39:49.829812,1626
Thomas,IN,10702,clergyman and ejected minister,2,2015-07-14 04:18:48.279096,,10004852,"Thomas Gilbert, Thomas, Thomas Gilbert",Gilbert,,IN,,2,male,,Thomas Gilbert,,2015-07-14 04:18:48.279273,1694,2015-02-25 00:40:54.371863,1613
John,IN,8961,East India Company chaplain and Church of Ireland bishop of Meath,2,2015-07-09 08:05:43.076272,,10004032,"John Evans, John, John Evans",Evans,,IN,,2,male,,John Evans,,2015-07-09 08:05:43.076480,1724,2015-02-25 00:40:40.926540,1652
Hugh,IN,6966,archbishop of Dublin,2,2015-10-09 14:21:52.121241,,10003165,"Hugh Curwen, Hugh Coren, Hugh, Hugh Curwen",Curwen,,IN,,2,male,,Hugh Curwen,,2015-10-09 14:21:52.121406,1568,2015-02-25 00:40:27.594130,1500
Roger,IN,18011,bishop of St David's,2,2015-07-14 03:49:14.187772,,10008146,"Roger Maynwaring, Roger Manwaring, Roger, Roger Maynwaring",Maynwaring,,IN,,2,male,,Roger Maynwaring,,2015-07-14 03:49:14.187945,1653,2015-02-25 00:41:49.961155,1589
Gervase,IN,73800,sheriff,2,2015-07-14 04:46:49.340168,,10007972,"Gervase Markham, Gervase, Gervase Markham",Markham,,IN,,2,male,,Gervase Markham,,2015-07-14 04:46:49.340421,1637,2015-02-25 00:41:47.252319,1557
William,IN,62643,diarist,2,2015-07-08 07:34:33.573316,,10001746,"William Bulkeley, William, William Bulkeley",Bulkeley,,IN,,2,male,,William Bulkeley,,2015-07-08 07:34:33.573451,1760,2015-02-25 00:40:05.244324,1691
William,IN,73266,,2,2015-07-09 04:39:52.661181,,10003153,"William Cure the elder, William, William Cure, William Cure the elder, William the elder",Cure,,IN,,2,male,the elder,William Cure the elder,,2015-07-09 04:39:52.661338,1579,2015-02-25 00:40:27.409721,1514
Michael,BF/IN,37997,bookseller,2,2015-07-11 15:46:28.460073,,10011340,"Michael Sparke, Michael, Michael Sparke",Sparke,,IN,,2,male,,Michael Sparke,,2015-07-11 15:46:28.460270,1653,2015-02-25 00:42:42.405138,1586
William,IN,5226,surgeon and anatomist,2,2015-07-09 01:33:57.896035,,10002361,"William Cheselden, William, William Cheselden",Cheselden,,IN,,2,male,,William Cheselden,,2015-07-09 01:33:57.896190,1752,2015-02-25 00:40:15.175529,1688
William,IN,38071,master mason,2,2015-07-14 04:13:35.625938,,10012034,"William Townesend, William, William Townesend",Townesend,,IN,,2,male,,William Townesend,,2015-07-14 04:13:35.626089,1739,2015-02-25 00:42:58.003788,1676
Thomas,IN,17216,author and theologian,2,2015-07-10 13:01:15.111895,,10007685,"Thomas Lushington, Thomas, Thomas Lushington",Lushington,,IN,,2,male,,Thomas Lushington,,2015-07-10 13:01:15.112055,1661,2015-02-25 00:41:42.841671,1590
John,IN,28134,judge,2,2015-07-14 03:59:58.848553,,10012260,"John Vaughan, Sir John, Sir John Vaughan, Sir Vaughan, John, John Vaughan",Vaughan,,IN,,2,male,,Sir John Vaughan,Sir,2015-07-14 03:59:58.848691,1674,2015-02-25 00:43:03.404158,1603
William,IN,13495,Church of England clergyman and natural philosopher,2,2015-07-10 02:47:34.861475,,10006052,"William Holder, William, William Holder",Holder,,IN,,2,male,,William Holder,,2015-07-10 02:47:34.861672,1698,2015-02-25 00:41:17.386105,1615
Thomas,IN,54605,diplomat,2,2015-07-08 05:43:40.635403,,10000948,"Thomas Bendish, Sir Thomas, Sir Thomas Bendish, Sir Bendish, Thomas, Thomas Bendish",Bendish,,IN,,2,male,,Sir Thomas Bendish,Sir,2015-07-08 05:43:40.635587,1674,2015-02-25 00:39:49.189987,1607
Peter,IN,13173,politician,2,2015-07-10 02:33:29.047200,,10005899,"Peter Heyman, Sir Peter, Sir Peter Heyman, Sir Heyman, Peter, Peter Heyman",Heyman,,IN,,2,male,,Sir Peter Heyman,Sir,2015-07-10 02:33:29.047413,1641,2015-02-25 00:41:14.732102,1580
John,IN,28135,politician and colonial governor,2,2015-07-14 03:59:51.211071,,10012261,"John Vaughan, John, John Vaughan",Vaughan,,IN,,2,male,,John Vaughan,,2015-07-14 03:59:51.211258,1713,2015-02-25 00:43:03.418026,1639
Joseph,IN,11976,"bishop of Norwich, religious writer, and satirist",2,2016-03-08 19:45:57.355998,,10005397,"Joseph Hall, Dr Hall, Joseph, Joseph Hall",Hall,,IN,,2,male,,Joseph Hall,,2016-03-08 19:45:57.356201,1656,2015-02-25 00:41:05.971600,1574
John,CA,9611,judge,2,2015-07-09 08:54:11.357509,,10004332,"John Fitzjames, Sir John, Sir John Fitzjames, Sir Fitzjames, John, John Fitzjames",Fitzjames,,CA,,2,male,,Sir John Fitzjames,Sir,2015-07-09 08:54:11.357687,1538,2015-02-25 00:40:45.410674,1470
Elizabeth,CA,74103,Benedictine nun,2,2015-07-10 13:01:16.759671,,10007687,"Elizabeth Lutton, Elizabeth, Elizabeth Lutton",Lutton,,BF/IN,,2,female,,Elizabeth Lutton,,2015-07-10 13:01:16.759833,1553,2015-02-25 00:41:42.877513,1498
Richard,IN,10051,"administrator, bishop of Winchester, and founder of Corpus Christi College, Oxford",2,2015-07-14 03:35:20.089746,,10004529,"Richard Fox, Richard Foxe, Richard, Richard Fox",Fox,,IN,,2,male,,Richard Fox,,2015-07-14 03:35:20.089910,1528,2015-02-25 00:40:48.265421,1447
Matthew,IN,73533,,2,2015-07-11 16:37:01.041967,,10011266,"Matthew Smyth, Matthew, Matthew Smyth",Smyth,,IN,,2,male,,Matthew Smyth,,2015-07-11 16:37:01.042299,1583,2015-02-25 00:42:41.241423,1533
Patrick,IN,4842,poet,2,2015-07-09 00:27:44.942296,,10002168,"Patrick Cary, Patrick, Patrick Cary",Cary,,IN,,2,male,,Patrick Cary,,2015-07-09 00:27:44.942476,1657,2015-02-25 00:40:12.420485,1624
John,IN,10692,archbishop of York,2,2015-07-14 04:18:24.958672,,10004849,"John Gilbert, John, John Gilbert",Gilbert,,IN,,2,male,,John Gilbert,,2015-07-14 04:18:24.958823,1761,2015-02-25 00:40:54.290177,1693
Thomas,IN,58875,,2,2015-10-03 01:02:23.669450,,10009356,"Thomas Parr, Sir Thomas, Sir Thomas Parr, Sir Parr, Thomas, Thomas Parr",Parr,,IN,,2,male,,Sir Thomas Parr,Sir,2015-10-03 01:02:23.669661,1517,2015-02-25 00:42:09.168978,1478
Robert,IN,2582,naval and army officer,2,2015-07-08 06:17:52.851845,,10001151,"Robert Blake, Robert, Robert Blake",Blake,,IN,,2,male,,Robert Blake,,2015-07-08 06:17:52.852138,1657,2015-02-25 00:39:52.198798,1598
Alexander,AF,11015,magnate,2,2015-07-14 04:35:51.794926,,10004985,"Alexander Gordon, Alexander, Alexander Gordon",Gordon,,IN,,2,male,,Alexander Gordon,,2015-07-14 04:35:51.795086,1524,2015-02-25 00:40:56.394210,1414
Samuel,IN,3696,Church of England clergyman,2,2015-07-08 07:24:25.479676,,10001662,"Samuel Browne, Samuel, Samuel Browne",Browne,,IN,,2,male,,Samuel Browne,,2015-07-08 07:24:25.479862,1632,2015-02-25 00:40:03.294247,1574
Thomas,IN,14619,librarian and religious controversialist,2,2015-07-14 04:07:16.918735,,10006539,"Thomas James, Thomas, Thomas James",James,,IN,,2,male,,Thomas James,,2015-07-14 04:07:16.918897,1629,2015-02-25 00:41:25.260879,1572
Gilbert,IN,7557,herald and diplomat,2,2015-10-09 14:22:10.457465,,10003465,"Gilbert Dethick, Sir Gilbert, Sir Gilbert Dethick, Sir Dethick, Gilbert, Gilbert Dethick",Dethick,,IN,,2,male,,Sir Gilbert Dethick,Sir,2015-10-09 14:22:10.457685,1584,2015-02-25 00:40:32.176537,1499
John,IN,25846,engraver,2,2015-07-14 04:12:14.591230,,10011218,"John Smith, John, John Smith",Smith,,IN,,2,male,,John Smith,,2015-07-14 04:12:14.591417,1743,2015-02-25 00:42:40.419254,1652
Samuel,IN,6809,Church of England clergyman,2,2015-07-09 04:34:07.655731,,10003083,"Samuel Crossman, Samuel, Samuel Crossman",Crossman,,IN,,2,male,,Samuel Crossman,,2015-07-09 04:34:07.655894,1684,2015-02-25 00:40:26.127840,1625
John,IN,66737,mayor of London,2,2015-07-14 04:34:02.010129,,10013070,"John Wollaston, Sir John, Sir John Wollaston, Sir Wollaston, John, John Wollaston",Wollaston,,IN,,2,male,,Sir John Wollaston,Sir,2015-07-14 04:34:02.010289,1658,2015-02-25 00:43:16.897098,1585
John,IN,332,minister of the Presbyterian General Synod of Ulster,2,2015-07-08 04:02:17.375533,,10000111,"John Alexander, John, John Alexander",Alexander,,IN,,2,male,,John Alexander,,2015-07-08 04:02:17.375702,1743,2015-02-25 00:39:37.009984,1686
Christopher,IN,9235,Fifth Monarchist leader,2,2015-07-09 08:28:14.226970,,10004156,"Christopher Feake, Christopher, Christopher Feake",Feake,,IN,,2,male,,Christopher Feake,,2015-07-09 08:28:14.227164,1682,2015-02-25 00:40:42.729360,1611
Johannes de,IN,68056,humanist and visitor to London,2,2015-07-11 04:16:37.593883,,10013050,"Johannes de Witt, Johannes de, Johannes de Witt",Witt,,IN,,2,male,,Johannes de Witt,,2015-07-11 04:16:37.594059,1622,2015-02-25 00:43:16.569179,1566
Janet,BF,0,royal mistress,2,2015-07-14 04:35:42.318752,,10006837,"Janet Kennedy, Janet, Janet Kennedy",Kennedy,,AF,,2,female,,Janet Kennedy,,2015-07-14 04:35:42.318892,1503,2015-02-25 00:41:29.932191,1498
John,IN,2429,parliamentarian army officer and politician,2,2015-07-08 06:11:15.018246,,10001077,"John Birch, John, John Birch",Birch,,IN,,2,male,,John Birch,,2015-07-08 06:11:15.018415,1691,2015-02-25 00:39:51.077513,1615
Thomas,IN,11560,courtier,2,2016-05-16 15:19:07.783617,,10005223,"Thomas Grey, Thomas, Thomas Grey",Grey,,IN,,2,male,,Thomas Grey,,2016-05-16 15:19:07.784115,1501,2015-02-25 00:41:01.860434,1455
Robert,IN,14914,composer and lutenist,2,2015-07-14 04:12:39.241140,,10006653,"Robert Johnson, Robert, Robert Johnson",Johnson,,IN,,2,male,,Robert Johnson,,2015-07-14 04:12:39.241298,1633,2015-02-25 00:41:27.083570,1583
Daniel,IN,11005,colonial administrator,2,2015-07-14 04:35:33.882902,,10004981,"Daniel Gookin, Daniel, Daniel Gookin",Gookin,,IN,,2,male,,Daniel Gookin,,2015-07-14 04:35:33.883141,1687,2015-02-25 00:40:56.333547,1612
Edward,IN,17220,crayon portrait painter and engraver,2,2015-07-10 13:01:18.115320,,10007688,"Edward Luttrell, Edward, Edward Luttrell",Luttrell,,IN,,2,male,,Edward Luttrell,,2015-07-10 13:01:18.115485,1724,2015-02-25 00:41:42.890663,1680
