first_name,birth_year_type,odnb_id,historical_significance,created_by,updated_at,aliases,id,search_names_all,last_name,title,death_year_type,citation,approved_by,gender,suffix,display_name,prefix,approved_on,death_year,created_at,birth_year
William,IN,16623,mathematician and land surveyor,2,2015-07-14 03:50:36.350977,,10007408,"William Leybourn, William, William Leybourn",Leybourn,,IN,,2,male,,William Leybourn,,2015-07-14 03:50:36.351148,1716,2015-02-25 00:41:38.765664,1626
Catherine,CA,,older sister of Margaret Cavendish; daughter of Thomas Lucas and Elizabeth Lucas (Leighton),387,2016-01-27 17:36:18.131827,,10054787,"Catherine, Catherine Lucas, Catherine Pye",Lucas,,AF,,4,female,,Catherine Lucas,,2016-01-27 17:36:18.132258,1639,2016-01-23 19:15:30.921963,1605
Frances,CA,,,31,2016-01-13 21:29:20.306861,,10051333,"Frances, Frances Palsgrave",Palsgrave,,AF/IN,,31,female,,Frances Palsgrave,,,1532,2016-01-13 21:29:20.306861,1497
Rebecca,IN,27672,Quaker preacher and writer,2,2015-07-14 03:34:02.570562,,10012062,"Rebecca Travers, Rebecca, Rebecca Travers",Travers,,IN,,2,female,,Rebecca Travers,,2015-07-14 03:34:02.570716,1688,2015-02-25 00:42:59.053117,1609
Nicholas,AF,75469,,2,2015-07-10 04:55:18.786288,,10006819,"Nicholas Kemeys, Sir Nicholas, Sir Nicholas Kemeys, Sir Kemeys, Nicholas, Nicholas Kemeys",Kemeys,,IN,,2,male,,Sir Nicholas Kemeys,Sir,2015-07-10 04:55:18.786446,1648,2015-02-25 00:41:29.691482,1538
Ephraim,IN,21125,heresiologist,2,2015-07-10 17:17:18.820876,,10009250,"Ephraim Pagett, Ephraim Pagit, Ephraim, Ephraim Pagett",Pagett,,IN,,2,male,,Ephraim Pagett,,2015-07-10 17:17:18.821001,1646,2015-02-25 00:42:07.377319,1574
Hugh,IN,5063,,2,2015-07-09 01:23:08.788015,,10002294,"Hugh Chamberlen the younger, Hugh, Hugh Chamberlen, Hugh Chamberlen the younger, Hugh the younger",Chamberlen,,IN,,2,male,the younger,Hugh Chamberlen the younger,,2015-07-09 01:23:08.788173,1728,2015-02-25 00:40:14.191273,1664
John,IN,0,playwright,2,2015-07-09 04:35:26.885948,,10003096,"John Crowne, John, John Crowne",Crowne,,IN,,2,male,,John Crowne,,2015-07-09 04:35:26.886120,1712,2015-02-25 00:40:26.363644,1641
Edward,IN,49051,,2,2015-07-09 03:48:46.769634,,10006827,"Edward Kendall, Edward, Edward Kendall",Kendall,,IN,,2,male,,Edward Kendall,,2015-07-09 03:48:46.769802,1746,2015-02-25 00:41:29.797007,1684
Margaret,AF/IN,,,31,2016-01-13 21:29:20.328191,,10051334,"Margaret, Margaret Hadley",Hadley,,IN,,31,female,,Margaret Hadley,,,1607,2016-01-13 21:29:20.328191,1497
Cathal,IN,0,spy and rebel,2,2015-07-14 03:56:45.591607,,10009010,"Cathal O'Connor, Don Carlos, Cathal, Cathal O'Connor",O'Connor,,IN,,2,male,,Cathal O'Connor,,2015-07-14 03:56:45.591763,1596,2015-02-25 00:42:03.779770,1540
Robert,IN,15786,merchant and writer on Ceylon,2,2015-07-14 03:15:08.201497,,10007042,"Robert Knox, Robert, Robert Knox",Knox,,IN,,2,male,,Robert Knox,,2015-07-14 03:15:08.201625,1720,2015-02-25 00:41:33.040197,1641
Mary,BF,,"Married to Edward Denny, daughter of Thomas Cecil",404,2016-01-25 11:15:19.276727,,10054774,"Mary, Mary Cecil, Mary Cecil Lady Denny",Cecil,Lady Denny,AF,,408,female,,Mary Cecil Lady Denny,,2016-01-25 11:15:19.276863,1600,2016-01-23 18:45:09.869862,1581
John,IN,4099,merchant and poet,2,2015-07-08 07:38:13.879041,,10001780,"John Burel, John, John Burel",Burel,,IN,,2,male,,John Burel,,2015-07-08 07:38:13.879175,1603,2015-02-25 00:40:05.737079,1565
Margaret,IN,10880,courtier,2,2015-07-14 04:26:17.881383,,10004912,"Margaret Godolphin, Margaret Blagge, Margaret, Margaret Godolphin",Godolphin,,IN,,2,female,,Margaret Godolphin,,2015-07-14 04:26:17.881550,1678,2015-02-25 00:40:55.283296,1652
Charles,IN,27574,politician,2,2015-07-10 12:32:29.506357,,10012017,"Charles Tottenham, Charles, Charles Tottenham",Tottenham,,IN,,2,male,,Charles Tottenham,,2015-07-10 12:32:29.506516,1758,2015-02-25 00:42:57.447215,1685
John,IN,6980,merchant and financier,2,2015-07-09 04:41:38.700766,,10003173,"John Cutler, Sir John, Sir John Cutler, Sir Cutler, John, John Cutler",Cutler,,IN,,2,male,,Sir John Cutler,Sir,2015-07-09 04:41:38.700939,1693,2015-02-25 00:40:27.700700,1607
William,IN,40547,soldier,2,2015-07-11 16:37:11.658046,,10010607,"William Sackville, Sir William, Sir William Sackville, Sir Sackville, William, William Sackville",Sackville,,IN,,2,male,,Sir William Sackville,Sir,2015-07-11 16:37:11.658399,1592,2015-02-25 00:42:29.477019,1569
John,IN,77098,,2,2015-07-08 04:19:15.483175,,10000312,"John Arundell of Lanherne, Sir John, Sir John Arundell, Sir John Arundell of Lanherne, Sir John of Lanherne, Sir Arundell, Sir Arundell of Lanherne, John, John Arundell, John Arundell of Lanherne, John of Lanherne",Arundell,,IN,,2,male,of Lanherne,Sir John Arundell of Lanherne,Sir,2015-07-08 04:19:15.483439,1545,2015-02-25 00:39:39.886010,1474
Jabez,IN,14075,translator,2,2015-07-14 04:21:28.031335,,10006338,"Jabez Hughes, Jabez, Jabez Hughes",Hughes,,IN,,2,male,,Jabez Hughes,,2015-07-14 04:21:28.031502,1731,2015-02-25 00:41:21.853717,1684
Ursula,CA,,,31,2016-01-13 21:29:25.539755,,10051788,"Ursula, Ursula Hussey",Hussey,,IN,,31,female,,Ursula Hussey,,,1586,2016-01-13 21:29:25.539755,1528
Walter,IN,7567,administrator and nobleman,2,2015-07-09 05:53:51.163234,,10003471,"Walter Devereux, Walter, Walter Devereux",Devereux,,IN,,2,male,,Walter Devereux,,2015-07-09 05:53:51.163413,1558,2015-02-25 00:40:32.263976,1489
Charles,IN,18267,Church of England clergyman,2,2015-07-14 03:15:08.553565,,10008055,"Charles Mason, Charles, Charles Mason",Mason,,IN,,2,male,,Charles Mason,,2015-07-14 03:15:08.553699,1677,2015-02-25 00:41:48.598913,1616
John,IN,12328,courtier,2,2015-07-14 04:01:33.470988,,10005537,"John Harington, John, John Harington",Harington,,IN,,2,male,,John Harington,,2015-07-14 04:01:33.471156,1614,2015-02-25 00:41:08.635082,1592
Anne,IN,68095,literary patron,2,2015-07-14 03:48:09.864484,,10010609,"Anne Sadleir, Anne Coke, Anne, Anne Sadleir",Sadleir,,IN,,2,female,,Anne Sadleir,,2015-07-14 03:48:09.864646,1671,2015-02-25 00:42:29.508576,1585
Richard,AF,21207,physician,2,2015-07-10 17:17:57.495864,,10009278,"Richard Palmer, Richard, Richard Palmer",Palmer,,IN,,2,male,,Richard Palmer,,2015-07-10 17:17:57.495993,1625,2015-02-25 00:42:07.921317,1515
John,IN,26022,convicted conspirator,2,2016-01-23 18:42:23.130509,,10011304,"John Somerville, John, John Somerville",Somerville,,IN,,2,male,,John Somerville,,2016-01-23 18:42:23.131079,1583,2015-02-25 00:42:41.814609,1560
Thomas,AF,12544,mathematician,2,2015-07-10 01:41:17.838538,,10005638,"Thomas Haselden, Thomas, Thomas Haselden",Haselden,,IN,,2,male,,Thomas Haselden,,2015-07-10 01:41:17.838709,1740,2015-02-25 00:41:10.614733,1630
John,AF,24451,Muggletonian,2,2015-07-11 16:02:37.715010,,10010608,"John Saddington, John, John Saddington",Saddington,,IN,,2,male,,John Saddington,,2015-07-11 16:02:37.715194,1679,2015-02-25 00:42:29.493447,1569
Patrick,IN,495,physician and manufacturer of patent medicines,2,2015-07-08 04:10:02.221715,,10000196,"Patrick Anderson, Patrick, Patrick Anderson",Anderson,,CA,,2,male,,Patrick Anderson,,2015-07-08 04:10:02.221890,1660,2015-02-25 00:39:38.257713,1579
Samuel,IN,21336,bishop of Oxford,2,2015-07-14 03:50:40.473559,,10009324,"Samuel Parker, Samuel, Samuel Parker",Parker,,IN,,2,male,,Samuel Parker,,2015-07-14 03:50:40.473705,1688,2015-02-25 00:42:08.635114,1640
James,IN,29979,portrait painter and rake,2,2015-07-11 05:36:39.562136,,10013119,"James Worsdale, James, James Worsdale",Worsdale,,IN,,2,male,,James Worsdale,,2015-07-11 05:36:39.562266,1767,2015-02-25 00:43:17.631311,1692
John,IN,27115,lawyer and politician,2,2015-07-11 05:35:37.098749,,10011838,"John Temple, Sir John, Sir John Temple, Sir Temple, John, John Temple",Temple,,IN,,2,male,,Sir John Temple,Sir,2015-07-11 05:35:37.098921,1705,2015-02-25 00:42:53.568684,1632
John,IN,10272,military administrator and courtier,2,2016-01-23 18:42:43.535670,,10004642,"John Gage, Sir John, Sir John Gage, Sir Gage, John, John Gage",Gage,,IN,,2,male,,Sir John Gage,Sir,2016-01-23 18:42:43.535805,1556,2015-02-25 00:40:50.008944,1479
Thomas,IN,0,NA,2,2015-07-09 07:58:14.081433,,10003990,"Thomas Erpenius, Thomas, Thomas Erpenius",Erpenius,,IN,,2,male,,Thomas Erpenius,,2015-07-09 07:58:14.081601,1624,2015-02-25 00:40:40.266475,1584
Samuel,CA,71102,colonist in America,2,2015-07-14 04:43:07.489495,,10008104,"Samuel Maverick, Samuel, Samuel Maverick",Maverick,,IN,,2,male,,Samuel Maverick,,2015-07-14 04:43:07.489701,1670,2015-02-25 00:41:49.365178,1602
Robert,IN,22693,royalist writer,2,2015-07-11 15:39:37.309691,,10009904,"Robert Poyntz, Sir Robert, Sir Robert Poyntz, Sir Poyntz, Robert, Robert Poyntz",Poyntz,,IN,,2,male,,Sir Robert Poyntz,Sir,2015-07-11 15:39:37.309867,1665,2015-02-25 00:42:17.882928,1588
Margaret,AF/IN,,,31,2016-01-13 21:29:20.338573,,10051335,"Margaret, Margaret Throckmorton",Throckmorton,,AF/IN,,31,female,,Margaret Throckmorton,,,1607,2016-01-13 21:29:20.338573,1497
John,AF,945,writing-master,2,2015-07-08 04:34:13.350096,,10000448,"John Ayres, John, John Ayres",Ayres,,IN,,2,male,,John Ayres,,2015-07-08 04:34:13.350268,1704,2015-02-25 00:39:41.842527,1594
Peter,IN,5067,physician,2,2015-07-09 01:23:24.285779,,10002295,"Peter Chamberlen, Peter, Peter Chamberlen",Chamberlen,,IN,,2,male,,Peter Chamberlen,,2015-07-09 01:23:24.285965,1683,2015-02-25 00:40:14.204499,1601
Anthony,IN,65640,Church of England clergyman and episcopal secretary,2,2015-07-14 03:47:37.159054,,10005538,"Anthony Harison, Anthony, Anthony Harison",Harison,,IN,,2,male,,Anthony Harison,,2015-07-14 03:47:37.159220,1638,2015-02-25 00:41:08.652096,1563
John,IN,11803,Independent minister,2,2015-07-14 04:34:46.958303,,10005318,"John Guyse, John, John Guyse",Guyse,,IN,,2,male,,John Guyse,,2015-07-14 04:34:46.958449,1761,2015-02-25 00:41:04.051044,1677
Robert,IN,37849,politician and conspirator,2,2015-07-14 04:13:58.978525,,10009640,"Robert Peyton, Sir Robert, Sir Robert Peyton, Sir Peyton, Robert, Robert Peyton",Peyton,,IN,,2,male,,Sir Robert Peyton,Sir,2015-07-14 04:13:58.978689,1689,2015-02-25 00:42:13.558881,1633
David,AF,23079,courtier,2,2015-07-14 03:50:41.715498,,10010088,"David Ramsay, David Ramsey, David, David Ramsay",Ramsay,,IN,,2,male,,David Ramsay,,2015-07-14 03:50:41.715627,1642,2015-02-25 00:42:20.802580,1532
James,AF,1632,astronomer and astrologer,2,2015-07-08 05:19:57.974063,,10000761,"James Bassantin, James Bassendyne, James, James Bassantin",Bassantin,,IN,,2,male,,James Bassantin,,2015-07-08 05:19:57.974240,1568,2015-02-25 00:39:46.525369,1458
Mary,AF/IN,,,31,2016-01-13 21:29:20.369572,,10051336,"Mary, Mary Grey",Grey,,CA,,31,female,,Mary Grey,,,1607,2016-01-13 21:29:20.369572,1497
John,IN,16223,Church of England clergyman,2,2015-07-10 12:11:35.729255,,10007216,"John Layfield, John, John Layfield",Layfield,,IN,,2,male,,John Layfield,,2015-07-10 12:11:35.729429,1617,2015-02-25 00:41:35.766964,1562
Lettice,IN,66709,noblewoman and benefactor,2,2015-07-09 00:26:33.117354,,10002165,"Lettice Cary, Lettice Morison, Lettice, Lettice Cary",Cary,,IN,,2,female,,Lettice Cary,,2015-07-09 00:26:33.117638,1647,2015-02-25 00:40:12.370889,1612
Thomas,IN,53850,astronomer and astrologer,2,2015-07-14 03:50:42.979426,,10011644,"Thomas Streete, Thomas, Thomas Streete",Streete,,IN,,2,male,,Thomas Streete,,2015-07-14 03:50:42.979606,1689,2015-02-25 00:42:49.262996,1621
Archibald,IN,3043,religious controversialist and historical writer,2,2015-07-08 06:39:57.379448,,10001368,"Archibald Bower, Archibald, Archibald Bower",Bower,,IN,,2,male,,Archibald Bower,,2015-07-08 06:39:57.379617,1766,2015-02-25 00:39:57.475556,1686
James,IN,621,Jesuit,2,2015-07-08 04:15:56.753757,,10000261,"James Archer, James, James Archer",Archer,,IN,,2,male,,James Archer,,2015-07-08 04:15:56.753952,1620,2015-02-25 00:39:39.151740,1550
William,AF,1071,army officer,2,2015-07-08 04:53:35.415431,,10000521,"William Baillie, William, William Baillie",Baillie,,IN,,2,male,,William Baillie,,2015-07-08 04:53:35.415637,1653,2015-02-25 00:39:42.860721,1543
Alice,BF,,Husband murderer,339,2016-01-22 18:45:17.458273,,10050212,"Alice, Alice Bringandine, Alice Brigandine, Alice Arden",Arden,,IN,,4,female,,Alice Arden,,2016-01-22 18:45:17.458891,1551,2015-12-15 12:30:41.769263,1523
John,IN,6127,bishop of Bristol,2,2015-07-09 02:30:21.736296,,10002762,"John Conybeare, John, John Conybeare",Conybeare,,IN,,2,male,,John Conybeare,,2015-07-09 02:30:21.736539,1755,2015-02-25 00:40:21.253612,1692
Nathaniel,AF,67197,printer,2,2015-07-14 03:50:46.687862,,10011888,"Nathaniel Thompson, Nathaniel, Nathaniel Thompson",Thompson,,IN,,2,male,,Nathaniel Thompson,,2015-07-14 03:50:46.687991,1687,2015-02-25 00:42:54.431014,1577
Patrick,IN,494,Jesuit,2,2015-07-08 04:09:59.693815,,10000195,"Patrick Anderson, Patrick, Patrick Anderson",Anderson,,IN,,2,male,,Patrick Anderson,,2015-07-08 04:09:59.693979,1624,2015-02-25 00:39:38.244113,1574
Alice,IN,47391,noblewoman,2,2016-01-23 18:45:33.598178,,10011359,"Alice Spencer, Alice Stanley, Alice Egerton, Alice, Alice Spencer",Spencer,,IN,,2,female,,Alice Spencer,,2016-01-23 18:45:33.598524,1637,2015-02-25 00:42:42.716753,1559
Elizabeth,IN,68253,writer,2,2016-01-23 18:45:44.955429,,10003903,"Elizabeth Egerton, Elizabeth Cavendish, Elizabeth, Elizabeth Egerton",Egerton,,IN,,2,female,,Elizabeth Egerton,,2016-01-23 18:45:44.955807,1663,2015-02-25 00:40:39.002802,1626
William,BF,0,NA,2,2015-07-09 08:33:24.776600,,10004194,"William Fenton, Sir William, Sir William Fenton, Sir Fenton, William, William Fenton",Fenton,,AF,,2,male,,Sir William Fenton,Sir,2015-07-09 08:33:24.776792,1675,2015-02-25 00:40:43.315982,1608
William,AF,5878,poet and local politician,2,2015-07-09 02:16:47.323481,,10002656,"William Colepeper, William, William Colepeper",Colepeper,,IN,,2,male,,William Colepeper,,2015-07-09 02:16:47.323639,1726,2015-02-25 00:40:19.721574,1616
William,IN,15515,pirate and privateer,2,2015-07-10 05:01:48.368390,,10006891,"William Kidd, William, William Kidd",Kidd,,IN,,2,male,,William Kidd,,2015-07-10 05:01:48.368571,1701,2015-02-25 00:41:30.765036,1645
John,IN,67408,politician,2,2015-07-08 04:18:12.480896,,10000292,"John Arnold, John, John Arnold",Arnold,,IN,,2,male,,John Arnold,,2015-07-08 04:18:12.481052,1702,2015-02-25 00:39:39.623500,1635
Thomas,AF,780,headmaster,2,2015-07-08 04:22:57.260373,,10000343,"Thomas Ashton, Thomas, Thomas Ashton",Ashton,,IN,,2,male,,Thomas Ashton,,2015-07-08 04:22:57.260517,1578,2015-02-25 00:39:40.309951,1468
Henry,IN,,"Court musician. Son of poet Emilia Lanier. Possibly the illegitimate son of Henry Carey, first Baron Hunsdon, a first cousin of Queen Elizabeth I.",385,2016-01-23 20:09:45.101820,,10054730,"Henry, Henry Lanier",Lanier,,IN,,4,male,,Henry Lanier,,2016-01-23 20:09:45.101972,1633,2016-01-23 17:44:07.655666,1593
Walter,CA,,,85,2016-01-23 18:48:57.933498,,10054775,"Walter, Walter Hungerford",Hungerford,,IN,,85,male,,Walter Hungerford,,2016-01-23 18:48:57.933728,1596,2016-01-23 18:48:17.393360,1526
Thomas,IN,54606,murder victim,2,2015-12-15 16:08:49.472071,,10000270,"Thomas Arden, Thomas, Thomas Arden",Arden,,IN,,2,male,,Thomas Arden,,2015-12-15 16:08:49.472678,1551,2015-02-25 00:39:39.274615,1508
Robert,AF,14038,poet and musician,2,2015-07-14 03:31:56.300789,,10006326,"Robert Hudson, Robert, Robert Hudson",Hudson,,IN,,2,male,,Robert Hudson,,2015-07-14 03:31:56.300981,1596,2015-02-25 00:41:21.684093,1486
Alexander,IN,6841,biblical scholar and eccentric,2,2015-07-09 04:35:36.020838,,10003099,"Alexander Cruden, Alexander, Alexander Cruden",Cruden,,IN,,2,male,,Alexander Cruden,,2015-07-09 04:35:36.020990,1770,2015-02-25 00:40:26.435795,1699
Justinian,IN,66665,lawyer and diarist,2,2015-07-10 17:17:21.413241,,10009252,"Justinian Pagitt, Justinian, Justinian Pagitt",Pagitt,,IN,,2,male,,Justinian Pagitt,,2015-07-10 17:17:21.413390,1668,2015-02-25 00:42:07.465400,1611
Mary,IN,24708,actress and acting teacher,2,2015-09-28 21:49:11.155272,,10001036,"Mary Betterton, Mary Saunderson, Mary, Mary Betterton",Betterton,,IN,,2,female,,Mary Betterton,,2015-09-28 21:49:11.155450,1712,2015-02-25 00:39:50.480707,1637
Henry,IN,29598,poet,2,2015-07-11 15:56:11.022366,,10012948,"Henry Willoughby, Henry Willobie, Henry, Henry Willoughby",Willoughby,,IN,,2,male,,Henry Willoughby,,2015-07-11 15:56:11.022775,1597,2015-02-25 00:43:15.120942,1574
Henry,IN,67001,Church of England clergyman and letter writer,2,2015-07-08 05:17:50.048186,,10000733,"Henry Bartlett, Henry, Henry Bartlett",Bartlett,,BF,,2,male,,Henry Bartlett,,2015-07-08 05:17:50.048391,1727,2015-02-25 00:39:46.146713,1617
George,IN,14069,clergyman and ejected minister,2,2015-07-14 03:48:39.219083,,10006335,"George Hughes, George, George Hughes",Hughes,,IN,,2,male,,George Hughes,,2015-07-14 03:48:39.219210,1667,2015-02-25 00:41:21.813960,1603
Andrew,IN,20229,administrator,2,2015-07-10 16:50:52.157740,,10008861,"Andrew Noel, Sir Andrew, Sir Andrew Noel, Sir Noel, Andrew, Andrew Noel",Noel,,IN,,2,male,,Sir Andrew Noel,Sir,2015-07-10 16:50:52.157894,1607,2015-02-25 00:42:01.362637,1552
Edward,IN,3729,lawyer and administrator,2,2015-11-25 15:24:16.351406,,10001681,"Edward Bruce, Edward, Edward Bruce",Bruce,,IN,,2,male,,Edward Bruce,,2015-11-25 15:24:16.351622,1611,2015-02-25 00:40:03.815501,1548
John,IN,15253,scholar of the Cornish language,2,2015-07-10 04:52:45.245408,,10006775,"John Keigwin, John, John Keigwin",Keigwin,,IN,,2,male,,John Keigwin,,2015-07-10 04:52:45.245630,1716,2015-02-25 00:41:29.012577,1642
Edmund,IN,27691,administrator and conspirator,2,2015-07-11 16:29:38.921090,,10012072,"Edmund Tremayne, Edmund, Edmund Tremayne",Tremayne,,IN,,2,male,,Edmund Tremayne,,2015-07-11 16:29:38.921276,1582,2015-02-25 00:42:59.310148,1525
Nehemiah,IN,3007,naval officer and official,2,2015-07-08 06:39:33.758954,,10001360,"Nehemiah Bourne, Nehemiah, Nehemiah Bourne",Bourne,,IN,,2,male,,Nehemiah Bourne,,2015-07-08 06:39:33.759108,1691,2015-02-25 00:39:57.367166,1611
Joseph,IN,1516,religious writer,2,2015-07-08 05:15:06.939646,,10000710,"Joseph Barrett, Joseph Barret, Joseph, Joseph Barrett",Barrett,,IN,,2,male,,Joseph Barrett,,2015-07-08 05:15:06.939970,1699,2015-02-25 00:39:45.825832,1665
Mary,IN,61860,composer,2,2016-01-23 18:46:56.747383,,10003456,"Mary Dering, Mary Harvey, Mary, Mary Dering",Dering,,IN,,2,female,,Mary Dering,,2016-01-23 18:46:56.747508,1704,2015-02-25 00:40:32.054513,1629
William,IN,9415,politician,2,2016-04-19 13:47:20.320867,,10004254,"William Fiennes, William, William Fiennes",Fiennes,,IN,,2,male,,William Fiennes,,2016-04-19 13:47:20.321484,1662,2015-02-25 00:40:44.207658,1582
William,IN,13227,writer on conduct,2,2015-07-10 02:36:46.529568,,10005927,"William Higford, William, William Higford",Higford,,IN,,2,male,,William Higford,,2015-07-10 02:36:46.529726,1657,2015-02-25 00:41:15.121025,1580
William,IN,26218,pamphleteer,2,2015-07-11 15:58:45.249477,,10011440,"William Stafford, William, William Stafford",Stafford,,IN,,2,male,,William Stafford,,2015-07-11 15:58:45.249652,1684,2015-02-25 00:42:44.474926,1593
Christopher,IN,30179,writer and politician,2,2015-07-14 04:00:50.514500,,10013215,"Christopher Wyvill, Sir Christopher, Sir Christopher Wyvill, Sir Wyvill, Christopher, Christopher Wyvill",Wyvill,,IN,,2,male,,Sir Christopher Wyvill,Sir,2015-07-14 04:00:50.514633,1681,2015-02-25 00:43:19.104133,1614
Timothy,IN,6853,Presbyterian minister,2,2015-07-09 04:35:39.821017,,10003102,"Timothy Cruso, Timothy, Timothy Cruso",Cruso,,IN,,2,male,,Timothy Cruso,,2015-07-09 04:35:39.821161,1697,2015-02-25 00:40:26.514990,1657
James,IN,9687,bishop of Worcester,2,2015-07-14 03:15:12.700939,,10004368,"James Fleetwood, James, James Fleetwood",Fleetwood,,IN,,2,male,,James Fleetwood,,2015-07-14 03:15:12.701075,1683,2015-02-25 00:40:45.955395,1603
Francis,IN,16911,dean of Peterborough,2,2015-07-10 12:49:31.749642,,10007550,"Francis Lockier, Francis, Francis Lockier",Lockier,,IN,,2,male,,Francis Lockier,,2015-07-10 12:49:31.749817,1740,2015-02-25 00:41:40.786064,1669
Mary,AF/IN,,,31,2016-01-13 21:29:20.396062,,10051337,"Mary, Mary Somer",Somer,,IN,,31,female,,Mary Somer,,,1607,2016-01-13 21:29:20.396062,1497
Susanna,IN,13773,devotional writer and religious controversialist,2,2015-07-14 04:30:05.869572,,10006181,"Susanna Hopton, Susanna Harvey, Susanna, Susanna Hopton",Hopton,,IN,,2,female,,Susanna Hopton,,2015-07-14 04:30:05.869725,1709,2015-02-25 00:41:19.370532,1627
Mary,CA,,Successful Suffolk midwife,399,2016-01-23 19:07:48.636617,,10054776,"Mary, Mary Lewis",Lewis,,BF,,408,female,,Mary Lewis,,2016-01-23 19:07:48.636935,1745,2016-01-23 18:48:23.821707,1645
Elizabeth,CA,,,31,2016-01-23 19:20:29.680325,,10052135,"Elizabeth, Elizabeth Curle",Curle,,IN,,31,female,,Elizabeth Curle,,2016-01-23 19:20:29.680454,1620,2016-01-13 21:29:29.605436,1560
John,IN,24022,merchant and politician,2,2015-07-14 03:15:16.630556,,10010429,"John Rolle, John, John Rolle",Rolle,,IN,,2,male,,John Rolle,,2015-07-14 03:15:16.630685,1648,2015-02-25 00:42:26.460723,1598
William,IN,6761,Church of England clergyman,2,2015-07-09 04:14:28.090318,,10003053,"William Crompton, William, William Crompton",Crompton,,IN,,2,male,,William Crompton,,2015-07-09 04:14:28.090484,1642,2015-02-25 00:40:25.557327,1599
